Member_number,Date,productId,items,productName,price,order_value
3517,03-01-2014,45,1,curd,9.8,9.8
3469,04-02-2014,10,1,chicken,7.2,7.2
4863,03-09-2014,37,2,herbs,6.5,13.0
4076,18-11-2014,5,3,rolls/buns,1.2,3.5999999999999996
1457,02-12-2014,2,2,whole milk,1.8,3.6
1568,09-01-2014,65,3,candy,3.6,10.8
1231,29-09-2014,18,1,yogurt,2.2,2.2
4086,17-06-2014,142,1,seasonal products,5.4,5.4
2311,01-02-2014,24,3,pastry,3.1,9.3
3498,07-03-2014,108,2,zwieback,12.3,24.6
4249,01-03-2014,25,1,canned beer,1.1,1.1
4741,13-04-2014,58,3,ice cream,1.8,5.4
3286,18-08-2014,97,2,artif. sweetener,2.1,4.2
1865,29-03-2014,58,3,ice cream,1.8,5.4
1991,12-03-2014,1,2,tropical fruit,7.803532318,15.607064636
2289,08-02-2014,64,2,UHT-milk,2.1,4.2
4080,10-11-2014,25,2,canned beer,1.1,2.2
4692,18-08-2014,40,2,grapes,9.4,18.8
1384,24-01-2014,25,3,canned beer,1.1,3.3000000000000003
1275,19-06-2014,58,3,ice cream,1.8,5.4
1536,30-07-2014,22,3,root vegetables,1.8,5.4
1170,13-09-2014,3,3,pip fruit,3.0,9.0
1978,15-10-2014,30,3,turkey,12.5,37.5
2663,15-11-2014,1,2,tropical fruit,7.803532318,15.607064636
3178,01-02-2014,11,1,butter,3.2,3.2
3039,15-10-2014,11,1,butter,3.2,3.2
4206,11-12-2014,2,3,whole milk,1.8,5.4
3893,09-10-2014,19,3,sausage,3.1,9.3
4963,29-12-2014,56,1,white wine,14.2,14.2
1829,12-10-2014,49,2,beverages,1.1,2.2
1716,31-05-2014,2,3,whole milk,1.8,5.4
1575,05-04-2014,51,2,dessert,1.15,2.3
3900,23-01-2014,99,1,canned vegetables,5.7,5.7
4076,07-04-2014,1,1,tropical fruit,7.803532318,7.803532318
3420,15-10-2014,70,3,margarine,3.5,10.5
1887,24-05-2014,73,2,oil,3.4,6.8
4376,15-02-2014,4,3,other vegetables,0.8,2.4000000000000004
4837,07-07-2014,4,1,other vegetables,0.8,0.8
3698,01-03-2014,18,2,yogurt,2.2,4.4
3288,22-04-2014,3,3,pip fruit,3.0,9.0
3044,20-05-2014,5,3,rolls/buns,1.2,3.5999999999999996
3877,27-06-2014,2,3,whole milk,1.8,5.4
2040,01-05-2014,5,1,rolls/buns,1.2,1.2
2557,19-10-2014,19,3,sausage,3.1,9.3
4672,21-11-2014,60,2,cream cheese ,6.3,12.6
1559,09-08-2014,19,3,sausage,3.1,9.3
4340,27-06-2014,50,1,bottled beer,1.8,1.8
1393,21-07-2014,18,3,yogurt,2.2,6.6000000000000005
3695,20-01-2014,75,1,frozen vegetables,2.5,2.5
3078,17-12-2014,18,1,yogurt,2.2,2.2
4937,06-09-2014,45,2,curd,9.8,19.6
1638,14-08-2014,106,2,prosecco,20.1,40.2
1908,19-12-2014,75,3,frozen vegetables,2.5,7.5
2104,25-09-2014,2,1,whole milk,1.8,1.8
3566,16-01-2014,4,1,other vegetables,0.8,0.8
2279,25-11-2014,17,2,bottled water,0.5,1.0
1033,18-04-2014,12,2,fruit/vegetable juice,2.1,4.2
3146,27-06-2014,5,3,rolls/buns,1.2,3.5999999999999996
4121,06-06-2014,18,1,yogurt,2.2,2.2
3798,15-02-2014,118,2,chocolate marshmallow,4.13,8.26
3939,25-09-2014,3,3,pip fruit,3.0,9.0
3473,02-08-2014,1,1,tropical fruit,7.803532318,7.803532318
1750,17-07-2014,22,1,root vegetables,1.8,1.8
3994,02-12-2014,128,2,soft cheese,7.2,14.4
3916,24-05-2014,25,3,canned beer,1.1,3.3000000000000003
3779,27-09-2014,61,2,liquor,8.5,17.0
2547,12-02-2014,38,3,soda,0.8,2.4000000000000004
4392,17-01-2014,23,1,pork,7.2,7.2
3554,05-11-2014,97,3,artif. sweetener,2.1,6.300000000000001
4534,15-10-2014,38,3,soda,0.8,2.4000000000000004
2040,31-07-2014,25,3,canned beer,1.1,3.3000000000000003
4575,03-05-2014,5,3,rolls/buns,1.2,3.5999999999999996
3086,14-04-2014,5,3,rolls/buns,1.2,3.5999999999999996
4479,02-07-2014,20,2,brown bread,0.8,1.6
3022,24-04-2014,2,3,whole milk,1.8,5.4
3248,09-11-2014,38,3,soda,0.8,2.4000000000000004
4501,08-09-2014,10,1,chicken,7.2,7.2
1023,17-05-2014,10,3,chicken,7.2,21.6
4380,13-11-2014,64,1,UHT-milk,2.1,2.1
1829,19-04-2014,3,2,pip fruit,3.0,6.0
3745,25-03-2014,22,2,root vegetables,1.8,3.6
1127,05-04-2014,7,3,citrus fruit,1.5,4.5
4943,22-10-2014,20,2,brown bread,0.8,1.6
3294,22-11-2014,40,3,grapes,9.4,28.200000000000003
2031,08-01-2014,5,2,rolls/buns,1.2,2.4
1641,17-08-2014,4,3,other vegetables,0.8,2.4000000000000004
1114,04-09-2014,22,3,root vegetables,1.8,5.4
1910,01-10-2014,76,1,sliced cheese,4.2,4.2
4340,27-10-2014,128,1,soft cheese,7.2,7.2
2937,10-01-2014,5,1,rolls/buns,1.2,1.2
2727,01-01-2014,21,1,hamburger meat,12.3,12.3
2812,08-12-2014,74,3,whipped/sour cream,5.5,16.5
4659,22-04-2014,40,2,grapes,9.4,18.8
4091,06-06-2014,4,3,other vegetables,0.8,2.4000000000000004
2915,04-11-2014,7,1,citrus fruit,1.5,1.5
2795,03-05-2014,5,1,rolls/buns,1.2,1.2
1781,24-01-2014,1,2,tropical fruit,7.803532318,15.607064636
2476,24-08-2014,3,1,pip fruit,3.0,3.0
3405,20-08-2014,2,3,whole milk,1.8,5.4
3243,02-01-2014,2,3,whole milk,1.8,5.4
4972,21-12-2014,7,3,citrus fruit,1.5,4.5
1574,12-02-2014,95,3,frozen fish,5.8,17.4
2579,25-10-2014,61,3,liquor,8.5,25.5
4322,03-04-2014,28,2,misc. beverages,1.2,2.4
2784,24-12-2014,28,3,misc. beverages,1.2,3.5999999999999996
1435,17-04-2014,51,1,dessert,1.15,1.15
1471,21-08-2014,1,1,tropical fruit,7.803532318,7.803532318
2761,24-07-2014,75,1,frozen vegetables,2.5,2.5
2807,13-10-2014,64,1,UHT-milk,2.1,2.1
4561,18-06-2014,2,2,whole milk,1.8,3.6
2184,18-12-2014,66,1,onions,1.3,1.3
2053,19-08-2014,5,2,rolls/buns,1.2,2.4
4400,21-01-2014,5,1,rolls/buns,1.2,1.2
3429,10-03-2014,12,2,fruit/vegetable juice,2.1,4.2
2771,08-05-2014,119,2,long life bakery product,9.9,19.8
1268,19-10-2014,73,2,oil,3.4,6.8
3235,22-10-2014,2,1,whole milk,1.8,1.8
3816,19-05-2014,22,2,root vegetables,1.8,3.6
2697,17-02-2014,26,3,berries,10.8,32.400000000000006
4960,19-10-2014,22,3,root vegetables,1.8,5.4
4334,29-01-2014,50,1,bottled beer,1.8,1.8
1462,18-01-2014,80,3,salty snack,0.5,1.5
1613,19-11-2014,4,3,other vegetables,0.8,2.4000000000000004
3120,08-11-2014,8,3,beef,19.5,58.5
3396,24-10-2014,95,1,frozen fish,5.8,5.8
4403,30-04-2014,1,1,tropical fruit,7.803532318,7.803532318
2432,19-01-2014,1,3,tropical fruit,7.803532318,23.410596954
4397,27-12-2014,5,1,rolls/buns,1.2,1.2
4700,06-02-2014,2,2,whole milk,1.8,3.6
2559,27-10-2014,7,3,citrus fruit,1.5,4.5
3759,29-08-2014,44,1,newspapers,3.2,3.2
4470,13-06-2014,1,1,tropical fruit,7.803532318,7.803532318
1636,20-05-2014,22,3,root vegetables,1.8,5.4
4870,21-02-2014,21,1,hamburger meat,12.3,12.3
3125,05-10-2014,1,3,tropical fruit,7.803532318,23.410596954
1929,15-11-2014,11,1,butter,3.2,3.2
2871,21-04-2014,44,2,newspapers,3.2,6.4
3278,29-11-2014,91,3,frozen dessert,2.8,8.399999999999999
2656,05-06-2014,17,2,bottled water,0.5,1.0
3850,07-01-2014,5,3,rolls/buns,1.2,3.5999999999999996
1789,01-01-2014,21,1,hamburger meat,12.3,12.3
2390,18-01-2014,4,2,other vegetables,0.8,1.6
1162,18-01-2014,83,1,white bread,0.3,0.3
4426,24-04-2014,2,3,whole milk,1.8,5.4
2339,28-03-2014,20,3,brown bread,0.8,2.4000000000000004
2277,24-07-2014,45,3,curd,9.8,29.400000000000002
3863,05-04-2014,49,3,beverages,1.1,3.3000000000000003
4596,22-04-2014,49,3,beverages,1.1,3.3000000000000003
4066,02-12-2014,2,2,whole milk,1.8,3.6
4312,19-07-2014,22,3,root vegetables,1.8,5.4
2804,05-07-2014,5,1,rolls/buns,1.2,1.2
2981,05-06-2014,12,2,fruit/vegetable juice,2.1,4.2
1682,27-04-2014,61,1,liquor,8.5,8.5
4586,16-08-2014,5,3,rolls/buns,1.2,3.5999999999999996
2011,16-04-2014,129,1,mayonnaise,1.8,1.8
2147,24-04-2014,1,2,tropical fruit,7.803532318,15.607064636
3476,30-06-2014,57,2,meat,8.5,17.0
3734,16-12-2014,80,2,salty snack,0.5,1.0
4505,27-11-2014,121,1,sweet spreads,5.4,5.4
1333,26-06-2014,45,2,curd,9.8,19.6
3990,16-05-2014,80,1,salty snack,0.5,0.5
3137,13-07-2014,4,3,other vegetables,0.8,2.4000000000000004
2949,25-03-2014,17,3,bottled water,0.5,1.5
4838,09-08-2014,158,1,flower (seeds),6.8,6.8
3303,21-12-2014,22,2,root vegetables,1.8,3.6
1803,06-04-2014,66,1,onions,1.3,1.3
2348,22-11-2014,24,1,pastry,3.1,3.1
2193,05-01-2014,2,1,whole milk,1.8,1.8
2693,21-05-2014,83,3,white bread,0.3,0.8999999999999999
2885,26-12-2014,11,1,butter,3.2,3.2
2629,29-04-2014,66,3,onions,1.3,3.9000000000000004
1966,10-10-2014,2,1,whole milk,1.8,1.8
4638,11-08-2014,22,3,root vegetables,1.8,5.4
4695,11-05-2014,4,1,other vegetables,0.8,0.8
3523,04-05-2014,20,1,brown bread,0.8,0.8
3592,20-12-2014,25,2,canned beer,1.1,2.2
1871,14-12-2014,1,2,tropical fruit,7.803532318,15.607064636
4387,06-09-2014,83,1,white bread,0.3,0.3
1078,28-08-2014,10,1,chicken,7.2,7.2
2989,10-09-2014,7,1,citrus fruit,1.5,1.5
1237,22-02-2014,55,1,cleaner,11.8,11.8
2043,03-02-2014,4,2,other vegetables,0.8,1.6
3936,27-06-2014,4,3,other vegetables,0.8,2.4000000000000004
4338,14-04-2014,1,1,tropical fruit,7.803532318,7.803532318
4270,01-07-2014,150,2,nut snack,4.9,9.8
1950,09-09-2014,4,1,other vegetables,0.8,0.8
2940,11-01-2014,7,1,citrus fruit,1.5,1.5
1287,08-11-2014,128,3,soft cheese,7.2,21.6
1990,07-03-2014,5,1,rolls/buns,1.2,1.2
1346,09-04-2014,56,1,white wine,14.2,14.2
1404,28-09-2014,5,3,rolls/buns,1.2,3.5999999999999996
3980,31-05-2014,3,3,pip fruit,3.0,9.0
2917,27-05-2014,18,3,yogurt,2.2,6.6000000000000005
4196,06-11-2014,5,3,rolls/buns,1.2,3.5999999999999996
4941,13-04-2014,61,2,liquor,8.5,17.0
2085,03-01-2014,38,2,soda,0.8,1.6
4624,21-08-2014,12,2,fruit/vegetable juice,2.1,4.2
3864,01-05-2014,4,1,other vegetables,0.8,0.8
3697,04-10-2014,2,3,whole milk,1.8,5.4
4624,13-08-2014,27,3,coffee,8.5,25.5
2673,22-04-2014,27,2,coffee,8.5,17.0
3943,03-04-2014,78,1,baking powder,1.8,1.8
2432,24-08-2014,2,1,whole milk,1.8,1.8
2901,20-06-2014,69,1,domestic eggs,1.25,1.25
4440,01-03-2014,16,2,butter milk,6.1,12.2
4934,13-10-2014,22,1,root vegetables,1.8,1.8
4256,19-05-2014,15,1,specialty bar,5.2,5.2
1246,13-06-2014,1,1,tropical fruit,7.803532318,7.803532318
2305,18-10-2014,1,3,tropical fruit,7.803532318,23.410596954
4308,22-10-2014,15,2,specialty bar,5.2,10.4
2262,10-09-2014,2,3,whole milk,1.8,5.4
4963,09-02-2014,4,3,other vegetables,0.8,2.4000000000000004
4550,14-01-2014,10,2,chicken,7.2,14.4
1734,07-11-2014,114,3,napkins,21.8,65.4
1050,10-10-2014,74,1,whipped/sour cream,5.5,5.5
2788,17-02-2014,51,1,dessert,1.15,1.15
1227,08-05-2014,18,1,yogurt,2.2,2.2
2374,17-05-2014,25,1,canned beer,1.1,1.1
3131,31-01-2014,119,2,long life bakery product,9.9,19.8
1722,13-11-2014,25,3,canned beer,1.1,3.3000000000000003
3044,08-04-2014,38,3,soda,0.8,2.4000000000000004
4849,14-03-2014,66,1,onions,1.3,1.3
1418,30-06-2014,7,1,citrus fruit,1.5,1.5
1792,06-07-2014,23,3,pork,7.2,21.6
4218,24-08-2014,38,2,soda,0.8,1.6
1376,02-04-2014,51,3,dessert,1.15,3.4499999999999997
2944,13-09-2014,52,1,dog food,12.6,12.6
3448,26-09-2014,8,1,beef,19.5,19.5
4188,20-08-2014,38,2,soda,0.8,1.6
1278,24-01-2014,22,3,root vegetables,1.8,5.4
1354,17-03-2014,32,2,red/blush wine,12.2,24.4
1690,10-03-2014,7,2,citrus fruit,1.5,3.0
4364,01-02-2014,20,1,brown bread,0.8,0.8
4783,25-07-2014,4,3,other vegetables,0.8,2.4000000000000004
3437,19-04-2014,21,1,hamburger meat,12.3,12.3
4534,28-08-2014,1,3,tropical fruit,7.803532318,23.410596954
2421,05-08-2014,50,1,bottled beer,1.8,1.8
2938,23-03-2014,45,1,curd,9.8,9.8
2750,04-10-2014,69,3,domestic eggs,1.25,3.75
4258,13-06-2014,18,3,yogurt,2.2,6.6000000000000005
3023,11-12-2014,8,1,beef,19.5,19.5
4165,11-11-2014,4,3,other vegetables,0.8,2.4000000000000004
4331,17-08-2014,27,1,coffee,8.5,8.5
2193,12-04-2014,8,3,beef,19.5,58.5
4190,24-08-2014,10,1,chicken,7.2,7.2
4756,10-11-2014,12,1,fruit/vegetable juice,2.1,2.1
3057,16-07-2014,38,1,soda,0.8,0.8
2362,05-04-2014,66,2,onions,1.3,2.6
4402,04-04-2014,60,3,cream cheese ,6.3,18.9
4191,10-11-2014,4,1,other vegetables,0.8,0.8
1312,07-09-2014,1,2,tropical fruit,7.803532318,15.607064636
4179,03-08-2014,21,1,hamburger meat,12.3,12.3
2608,19-11-2014,18,2,yogurt,2.2,4.4
4991,24-04-2014,18,1,yogurt,2.2,2.2
2517,26-02-2014,74,1,whipped/sour cream,5.5,5.5
4745,01-04-2014,104,2,cat food,11.2,22.4
1248,25-03-2014,70,2,margarine,3.5,7.0
3799,22-05-2014,21,3,hamburger meat,12.3,36.900000000000006
2850,10-01-2014,3,3,pip fruit,3.0,9.0
1788,02-12-2014,25,2,canned beer,1.1,2.2
3746,05-04-2014,10,3,chicken,7.2,21.6
1888,30-10-2014,10,2,chicken,7.2,14.4
1123,28-12-2014,3,3,pip fruit,3.0,9.0
4168,23-09-2014,10,1,chicken,7.2,7.2
2979,25-08-2014,3,3,pip fruit,3.0,9.0
1417,27-08-2014,64,1,UHT-milk,2.1,2.1
3529,29-06-2014,6,1,pot plants,3.5,3.5
3119,02-07-2014,1,3,tropical fruit,7.803532318,23.410596954
1286,19-12-2014,22,2,root vegetables,1.8,3.6
3670,17-12-2014,5,1,rolls/buns,1.2,1.2
1869,11-01-2014,22,1,root vegetables,1.8,1.8
3219,01-09-2014,1,3,tropical fruit,7.803532318,23.410596954
3619,24-08-2014,1,2,tropical fruit,7.803532318,15.607064636
3136,28-04-2014,38,2,soda,0.8,1.6
3922,29-05-2014,38,3,soda,0.8,2.4000000000000004
2204,02-04-2014,4,2,other vegetables,0.8,1.6
1115,15-09-2014,74,3,whipped/sour cream,5.5,16.5
2746,16-09-2014,22,3,root vegetables,1.8,5.4
4957,02-08-2014,2,3,whole milk,1.8,5.4
3814,22-10-2014,17,1,bottled water,0.5,0.5
2435,30-10-2014,7,1,citrus fruit,1.5,1.5
2955,30-11-2014,22,1,root vegetables,1.8,1.8
4412,13-03-2014,64,3,UHT-milk,2.1,6.300000000000001
4401,30-04-2014,11,1,butter,3.2,3.2
4046,06-12-2014,57,1,meat,8.5,8.5
1343,05-10-2014,32,1,red/blush wine,12.2,12.2
4854,23-12-2014,22,3,root vegetables,1.8,5.4
2798,27-06-2014,5,3,rolls/buns,1.2,3.5999999999999996
2912,02-10-2014,2,3,whole milk,1.8,5.4
2941,27-01-2014,5,1,rolls/buns,1.2,1.2
2594,25-07-2014,22,2,root vegetables,1.8,3.6
4383,03-06-2014,2,1,whole milk,1.8,1.8
4291,02-02-2014,2,1,whole milk,1.8,1.8
3122,10-06-2014,22,3,root vegetables,1.8,5.4
1434,28-11-2014,10,3,chicken,7.2,21.6
2206,24-06-2014,75,1,frozen vegetables,2.5,2.5
4758,06-12-2014,46,1,pasta,3.1,3.1
3370,24-11-2014,22,2,root vegetables,1.8,3.6
3295,07-06-2014,21,2,hamburger meat,12.3,24.6
4325,11-12-2014,3,3,pip fruit,3.0,9.0
3089,27-10-2014,16,2,butter milk,6.1,12.2
4758,01-04-2014,5,2,rolls/buns,1.2,2.4
3748,16-02-2014,21,3,hamburger meat,12.3,36.900000000000006
1249,11-10-2014,38,2,soda,0.8,1.6
4056,16-06-2014,5,1,rolls/buns,1.2,1.2
4673,23-06-2014,45,2,curd,9.8,19.6
4589,24-01-2014,23,3,pork,7.2,21.6
1995,04-11-2014,4,1,other vegetables,0.8,0.8
2663,30-03-2014,4,2,other vegetables,0.8,1.6
4713,27-06-2014,17,1,bottled water,0.5,0.5
3353,24-01-2014,22,1,root vegetables,1.8,1.8
1043,16-06-2014,114,2,napkins,21.8,43.6
3227,01-03-2014,113,2,spices,1.2,2.4
3210,21-12-2014,7,3,citrus fruit,1.5,4.5
4696,08-09-2014,22,3,root vegetables,1.8,5.4
4573,24-03-2014,128,1,soft cheese,7.2,7.2
4409,06-05-2014,69,3,domestic eggs,1.25,3.75
2994,12-07-2014,2,1,whole milk,1.8,1.8
4233,18-01-2014,10,1,chicken,7.2,7.2
2353,18-01-2014,38,3,soda,0.8,2.4000000000000004
4561,25-02-2014,5,3,rolls/buns,1.2,3.5999999999999996
1182,16-11-2014,65,3,candy,3.6,10.8
1223,18-11-2014,7,2,citrus fruit,1.5,3.0
3837,01-12-2014,44,1,newspapers,3.2,3.2
1268,30-01-2014,4,1,other vegetables,0.8,0.8
1649,24-11-2014,5,1,rolls/buns,1.2,1.2
1113,07-01-2014,2,3,whole milk,1.8,5.4
3248,25-10-2014,122,3,soups,4.5,13.5
3803,17-06-2014,11,3,butter,3.2,9.600000000000001
2389,13-10-2014,30,3,turkey,12.5,37.5
4266,29-11-2014,18,3,yogurt,2.2,6.6000000000000005
2719,16-02-2014,2,2,whole milk,1.8,3.6
1679,19-08-2014,5,3,rolls/buns,1.2,3.5999999999999996
3861,18-03-2014,3,1,pip fruit,3.0,3.0
3402,26-12-2014,34,3,flour,2.1,6.300000000000001
3559,12-11-2014,2,1,whole milk,1.8,1.8
4958,10-05-2014,36,3,frozen meals,9.7,29.099999999999998
4780,09-03-2014,100,3,chewing gum,0.5,1.5
4162,16-02-2014,31,1,curd cheese,9.2,9.2
3813,25-12-2014,8,1,beef,19.5,19.5
4624,22-04-2014,75,1,frozen vegetables,2.5,2.5
2004,14-09-2014,3,1,pip fruit,3.0,3.0
3978,06-09-2014,78,2,baking powder,1.8,3.6
4124,27-07-2014,98,1,light bulbs,5.7,5.7
4280,01-03-2014,38,3,soda,0.8,2.4000000000000004
3279,26-11-2014,115,3,waffles,2.5,7.5
4649,10-09-2014,100,2,chewing gum,0.5,1.0
2293,26-08-2014,71,1,shopping bags,5.12,5.12
3030,02-05-2014,7,3,citrus fruit,1.5,4.5
4856,08-07-2014,1,2,tropical fruit,7.803532318,15.607064636
3917,30-05-2014,3,3,pip fruit,3.0,9.0
1486,30-11-2014,38,2,soda,0.8,1.6
2334,02-03-2014,22,2,root vegetables,1.8,3.6
2097,14-03-2014,56,1,white wine,14.2,14.2
4169,04-04-2014,5,2,rolls/buns,1.2,2.4
4821,20-04-2014,49,3,beverages,1.1,3.3000000000000003
1487,09-04-2014,5,3,rolls/buns,1.2,3.5999999999999996
3308,12-04-2014,4,1,other vegetables,0.8,0.8
2611,26-04-2014,100,1,chewing gum,0.5,0.5
3203,04-03-2014,38,2,soda,0.8,1.6
4166,07-12-2014,4,1,other vegetables,0.8,0.8
1010,05-03-2014,3,3,pip fruit,3.0,9.0
4890,30-11-2014,2,3,whole milk,1.8,5.4
3763,04-02-2014,7,1,citrus fruit,1.5,1.5
1867,22-02-2014,11,1,butter,3.2,3.2
1532,11-10-2014,63,1,liquor (appetizer),11.2,11.2
2923,11-03-2014,7,2,citrus fruit,1.5,3.0
3489,11-01-2014,2,2,whole milk,1.8,3.6
4370,27-05-2014,18,3,yogurt,2.2,6.6000000000000005
1086,26-09-2014,25,2,canned beer,1.1,2.2
4156,13-12-2014,13,2,packaged fruit/vegetables,3.5,7.0
2310,21-03-2014,123,2,mustard,5.2,10.4
1073,05-06-2014,18,2,yogurt,2.2,4.4
4818,07-01-2014,3,3,pip fruit,3.0,9.0
2724,23-04-2014,1,1,tropical fruit,7.803532318,7.803532318
2570,29-07-2014,18,3,yogurt,2.2,6.6000000000000005
4495,25-05-2014,119,2,long life bakery product,9.9,19.8
1423,26-02-2014,7,1,citrus fruit,1.5,1.5
2298,12-10-2014,59,1,hard cheese,4.5,4.5
1442,28-07-2014,7,1,citrus fruit,1.5,1.5
4265,17-04-2014,47,3,popcorn,2.4,7.199999999999999
3589,04-03-2014,4,1,other vegetables,0.8,0.8
3011,29-08-2014,35,3,sugar,1.2,3.5999999999999996
4931,26-09-2014,70,3,margarine,3.5,10.5
3068,05-09-2014,21,2,hamburger meat,12.3,24.6
2736,10-06-2014,30,2,turkey,12.5,25.0
2243,02-10-2014,57,1,meat,8.5,8.5
1769,16-07-2014,50,1,bottled beer,1.8,1.8
1361,10-12-2014,2,2,whole milk,1.8,3.6
4708,09-11-2014,24,3,pastry,3.1,9.3
4019,31-10-2014,22,3,root vegetables,1.8,5.4
2441,12-10-2014,22,2,root vegetables,1.8,3.6
2863,07-07-2014,21,3,hamburger meat,12.3,36.900000000000006
1196,20-01-2014,3,2,pip fruit,3.0,6.0
4418,20-02-2014,93,2,nuts/prunes,6.2,12.4
2911,23-03-2014,69,1,domestic eggs,1.25,1.25
3101,07-02-2014,57,1,meat,8.5,8.5
4948,03-04-2014,4,2,other vegetables,0.8,1.6
1478,07-04-2014,74,1,whipped/sour cream,5.5,5.5
2126,27-04-2014,4,2,other vegetables,0.8,1.6
2555,12-12-2014,8,3,beef,19.5,58.5
3170,29-03-2014,83,3,white bread,0.3,0.8999999999999999
2244,21-07-2014,27,3,coffee,8.5,25.5
1666,13-05-2014,3,3,pip fruit,3.0,9.0
4415,06-03-2014,1,2,tropical fruit,7.803532318,15.607064636
4785,16-09-2014,38,3,soda,0.8,2.4000000000000004
4598,14-12-2014,49,3,beverages,1.1,3.3000000000000003
1636,09-07-2014,83,3,white bread,0.3,0.8999999999999999
3258,15-06-2014,1,3,tropical fruit,7.803532318,23.410596954
4065,12-10-2014,103,2,semi-finished bread,1.1,2.2
1501,24-05-2014,10,3,chicken,7.2,21.6
1120,21-08-2014,1,1,tropical fruit,7.803532318,7.803532318
2014,21-04-2014,18,1,yogurt,2.2,2.2
4533,17-10-2014,22,1,root vegetables,1.8,1.8
3017,11-09-2014,36,1,frozen meals,9.7,9.7
2152,07-09-2014,74,1,whipped/sour cream,5.5,5.5
2231,05-10-2014,7,1,citrus fruit,1.5,1.5
3314,13-08-2014,119,2,long life bakery product,9.9,19.8
4211,29-05-2014,74,1,whipped/sour cream,5.5,5.5
4899,10-05-2014,6,3,pot plants,3.5,10.5
1890,12-04-2014,23,1,pork,7.2,7.2
1268,26-09-2014,56,2,white wine,14.2,28.4
3172,24-03-2014,17,1,bottled water,0.5,0.5
1444,30-04-2014,3,3,pip fruit,3.0,9.0
4758,08-05-2014,3,3,pip fruit,3.0,9.0
3125,23-02-2014,3,2,pip fruit,3.0,6.0
3258,19-12-2014,45,2,curd,9.8,19.6
4474,18-07-2014,17,2,bottled water,0.5,1.0
1204,25-05-2014,2,2,whole milk,1.8,3.6
4212,14-03-2014,51,1,dessert,1.15,1.15
3106,10-01-2014,29,1,ham,15.2,15.2
2284,06-01-2014,1,3,tropical fruit,7.803532318,23.410596954
3849,06-01-2014,2,2,whole milk,1.8,3.6
2588,07-01-2014,2,2,whole milk,1.8,3.6
3733,05-08-2014,12,1,fruit/vegetable juice,2.1,2.1
4306,01-07-2014,60,2,cream cheese ,6.3,12.6
1718,03-12-2014,69,3,domestic eggs,1.25,3.75
2893,19-01-2014,4,3,other vegetables,0.8,2.4000000000000004
2806,06-04-2014,66,2,onions,1.3,2.6
4710,08-04-2014,23,3,pork,7.2,21.6
2848,14-07-2014,11,3,butter,3.2,9.600000000000001
4807,02-05-2014,62,1,pickled vegetables,2.7,2.7
3747,05-11-2014,19,3,sausage,3.1,9.3
2048,07-11-2014,22,2,root vegetables,1.8,3.6
4358,11-08-2014,1,2,tropical fruit,7.803532318,15.607064636
1581,17-02-2014,44,3,newspapers,3.2,9.600000000000001
3815,03-09-2014,82,2,pet care,5.8,11.6
2176,27-09-2014,5,1,rolls/buns,1.2,1.2
4726,01-04-2014,5,3,rolls/buns,1.2,3.5999999999999996
1844,10-04-2014,7,3,citrus fruit,1.5,4.5
1458,20-10-2014,3,3,pip fruit,3.0,9.0
4491,18-09-2014,1,2,tropical fruit,7.803532318,15.607064636
1013,12-11-2014,22,2,root vegetables,1.8,3.6
1538,12-06-2014,19,3,sausage,3.1,9.3
3420,20-08-2014,3,2,pip fruit,3.0,6.0
2414,04-06-2014,10,2,chicken,7.2,14.4
3714,07-06-2014,4,3,other vegetables,0.8,2.4000000000000004
2484,19-03-2014,74,3,whipped/sour cream,5.5,16.5
2315,03-06-2014,21,2,hamburger meat,12.3,24.6
4056,10-05-2014,1,3,tropical fruit,7.803532318,23.410596954
2630,11-01-2014,22,3,root vegetables,1.8,5.4
2324,15-04-2014,28,3,misc. beverages,1.2,3.5999999999999996
1185,28-09-2014,58,3,ice cream,1.8,5.4
2415,25-06-2014,65,2,candy,3.6,7.2
3524,27-03-2014,7,3,citrus fruit,1.5,4.5
4583,06-06-2014,1,1,tropical fruit,7.803532318,7.803532318
1827,03-12-2014,2,3,whole milk,1.8,5.4
4393,05-02-2014,2,1,whole milk,1.8,1.8
3177,13-09-2014,3,3,pip fruit,3.0,9.0
3201,20-09-2014,60,1,cream cheese ,6.3,6.3
4033,25-02-2014,74,1,whipped/sour cream,5.5,5.5
3059,12-07-2014,57,3,meat,8.5,25.5
4006,25-11-2014,82,3,pet care,5.8,17.4
1070,10-04-2014,7,3,citrus fruit,1.5,4.5
1116,11-08-2014,4,1,other vegetables,0.8,0.8
3422,27-07-2014,22,2,root vegetables,1.8,3.6
4720,24-08-2014,64,2,UHT-milk,2.1,4.2
1595,09-11-2014,50,3,bottled beer,1.8,5.4
3776,21-02-2014,71,2,shopping bags,5.12,10.24
1058,24-05-2014,10,2,chicken,7.2,14.4
4313,17-07-2014,56,3,white wine,14.2,42.599999999999994
1618,30-10-2014,2,1,whole milk,1.8,1.8
3834,21-03-2014,34,3,flour,2.1,6.300000000000001
4493,29-11-2014,115,2,waffles,2.5,5.0
2843,06-06-2014,117,1,rum,5.2,5.2
1754,20-04-2014,74,2,whipped/sour cream,5.5,11.0
2107,30-10-2014,5,1,rolls/buns,1.2,1.2
4157,01-04-2014,80,2,salty snack,0.5,1.0
2029,15-07-2014,4,3,other vegetables,0.8,2.4000000000000004
1122,25-09-2014,10,2,chicken,7.2,14.4
